onset	duration	trial_type	stimulus	cue_onset	response_time	accuracy	verbal_response
1.52928117	0	Experimental	./Sounds/Dishwasher.wav	6.6457267	7.2047267	0	sponge
11.64587897	0	Control	./Sounds/Submarine_CTRL.wav	15.2959052	16.0069052	1	noise
20.29590757	0	Experimental	./Sounds/Cactus.wav	23.9628866	24.5658866	1	cactus
28.96275197	0	Control	./Sounds/Thermometer_CTRL.wav	31.8294364	32.5134364	1	noise
36.82955857	0	Experimental	./Sounds/Library.wav	40.2627794	40.8897794	1	library
45.26108767	0	Control	./Sounds/Apron_CTRL.wav	49.1458631	49.8888631	1	noise
54.14625377	0	Control	./Sounds/Boil_CTRL.wav	58.3959909	59.0219909	1	noise
63.39456057	0	Experimental	./Sounds/Petrol.wav	66.4290031	67.2590031	1	fuel
71.42884457	0	Experimental	./Sounds/Blizzard.wav	75.0288679	75.6818679	1	blizzard
80.02877277	0	Control	./Sounds/Casino_CTRL.wav	83.396391	84.025391	1	noise
88.39604937	0	Control	./Sounds/Scarf_CTRL.wav	91.7459185	92.6649185	1	noise
96.76277827	0	Experimental	./Sounds/Root.wav	101.045632	101.831632	1	roots
106.0459722	0	Experimental	./Sounds/Puddle.wav	109.5956694	110.3266694	1	puddle
114.6128626	0	Control	./Sounds/Tattoo_CTRL.wav	118.3793284	119.0123284	1	noise
123.3795629	0	Experimental	./Sounds/Ax.wav	125.9445833	126.5405833	1	ax
130.9460762	0	Experimental	./Sounds/Pillow.wav	135.2962344	135.8642344	1	pillow
140.2957558	0	Control	./Sounds/Calf_CTRL.wav	142.0622622	142.9062622	1	noise
147.0619712	0	Experimental	./Sounds/Dragon.wav	150.3792446	150.9912446	1	dragon
155.3792185	0	Control	./Sounds/Pilot_CTRL.wav	158.512609	159.117609	1	noise
163.5129446	0	Experimental	./Sounds/Escalator.wav	166.6963556	167.4273556	1	escalator
171.6961864	0	Experimental	./Sounds/Atlas.wav	175.44627	176.61027	0	don't know
180.459784	0	Control	./Sounds/Kitchen_CTRL.wav	184.3964169	185.0214169	1	noise
189.3960375	0	Experimental	./Sounds/Scarf.wav	193.2466491	193.7886491	1	scarf
198.2461573	0	Experimental	./Sounds/Wrinkle.wav	201.8962709	202.5832709	1	wrinkle
206.8965103	0	Control	./Sounds/Escalator_CTRL.wav	210.4788422	210.9998422	1	noise
215.4797038	0	Experimental	./Sounds/Umbrella.wav	220.1447314	220.8637314	1	umbrella
225.146531	0	Experimental	./Sounds/Picnic.wav	228.7128722	229.2988722	1	picnic
233.7131792	0	Control	./Sounds/Razor_CTRL.wav	236.8961246	237.4501246	1	noise
241.8960863	0	Experimental	./Sounds/Tattoo.wav	246.0607189	246.6777189	1	tattoo
251.0627135	0	Experimental	./Sounds/Kite.wav	256.4591775	257.1241775	1	kite
261.4460198	0	Control	./Sounds/Onion_CTRL.wav	264.9796543	265.4976543	1	noise
269.9795592	0	Experimental	./Sounds/Kitchen.wav	273.5120005	274.0420005	1	kitchen
278.5128736	0	Control	./Sounds/Elbow_CTRL.wav	282.1793299	282.8403299	1	noise
287.1794493	0	Control	./Sounds/Library_CTRL.wav	290.7122763	291.3172763	1	noise
295.7122949	0	Experimental	./Sounds/Napkin.wav	299.4962098	300.1692098	1	napkin
304.4963185	0	Control	./Sounds/Cactus_CTRL.wav	307.963133	308.582133	1	noise
312.9629228	0	Control	./Sounds/Straw_CTRL.wav	316.4606582	317.1616582	1	noise
321.4628661	0	Experimental	./Sounds/Casino.wav	325.5294174	326.1144174	0	bank
330.5293871	0	Control	./Sounds/Umbrella_CTRL.wav	335.1965621	335.8595621	1	noise
340.1965026	0	Control	./Sounds/Menu_CTRL.wav	343.8796374	344.4716374	1	noise
348.8794059	0	Experimental	./Sounds/Microphone.wav	353.4759803	354.0009803	1	microphone
358.4632773	0	Control	./Sounds/Camel_CTRL.wav	363.0797168	363.6817168	1	noise
368.079276	0	Experimental	./Sounds/Elbow.wav	371.3460066	372.3700066	1	elbow
376.3464802	0	Control	./Sounds/Napkin_CTRL.wav	380.02945	380.92445	1	noise
385.029581	0	Control	./Sounds/Claw_CTRL.wav	389.3597993	389.9447993	1	noise
394.3630248	0	Experimental	./Sounds/Grass.wav	397.979395	398.727395	0	don't know
402.9795364	0	Experimental	./Sounds/Sharpen.wav	407.8946388	408.3216388	1	sharpen
412.8961936	0	Control	./Sounds/Goggles_CTRL.wav	416.2119276	416.9489276	1	noise
421.2116278	0	Control	./Sounds/Penguin_CTRL.wav	424.8628204	425.4848204	1	noise
429.8616027	0	Experimental	./Sounds/Goggles.wav	433.8784151	434.4494151	1	goggles
