onset	duration	trial_type	stimulus	cue_onset	response_time	accuracy	verbal_response
1.51209901	0	Control	./Sounds/THUNDER_CTRL.wav	6.3365378	7.0075378	1	noise
11.35950741	0	Experimental	./Sounds/SHEEP.wav	13.3007721	14.3677721	1	sheep
18.30089081	0	Control	./Sounds/SCREAM_CTRL.wav	20.3902276	21.0152276	1	noise
25.39351891	0	Experimental	./Sounds/piano.wav	27.3075649	28.2325649	1	piano
32.31058231	0	Experimental	./Sounds/frog.wav	34.4252599	35.2392599	1	frog
39.43435391	0	Control	./Sounds/VIOLIN_CTRL.wav	44.7997616	45.5967616	1	noise
49.81004521	0	Control	./Sounds/Airplane_CTRL.wav	54.9266181	55.5766181	1	noise
59.94235671	0	Experimental	./Sounds/guitar.wav	62.1492592	62.9722592	1	guitar
67.15124061	0	Control	./Sounds/LION_CTRL.wav	70.8409654	71.6939654	1	noise
75.85154741	0	Experimental	./Sounds/Airplane.wav	80.162524	80.897524	1	plane
85.18508051	0	Control	./Sounds/Bagpipes_CTRL.wav	88.8661368	89.6181368	1	noise
93.87576761	0	Control	./Sounds/helicopter_CTRL.wav	95.5647781	96.3977781	1	noise
100.6018467	0	Experimental	./Sounds/Whistle.wav	102.791036	103.330036	1	whistle
107.8006018	0	Control	./Sounds/Flute_CTRL.wav	112.0895827	112.9285827	1	noise
117.110792	0	Experimental	./Sounds/Ocean.wav	124.2971544	125.0201544	0	thunder
129.3009786	0	Experimental	./Sounds/Flute.wav	133.5904602	134.3784602	1	flute
138.602116	0	Control	./Sounds/Clapping_CTRL.wav	141.5927983	142.2777983	1	noise
146.6013631	0	Experimental	./Sounds/turkey.wav	148.1135274	148.8215274	1	turkey
153.124907	0	Experimental	./Sounds/snore.wav	155.3340654	155.9020654	1	snore
160.3500278	0	Control	./Sounds/Ocean_CTRL.wav	167.0316676	167.9166676	1	noise
172.0516292	0	Experimental	./Sounds/LION.wav	175.5260073	176.0170073	1	lion
180.5342149	0	Experimental	./Sounds/Baskball.wav	184.2764117	185.0694117	1	ball
189.2839792	0	Control	./Sounds/SAX_CTRL.wav	195.1088621	195.8088621	1	noise
200.1189128	0	Control	./Sounds/Baskball_CTRL.wav	203.3604818	203.9854818	1	noise
208.3768083	0	Experimental	./Sounds/SAX.wav	214.3979598	215.1879598	1	saxophone
219.4018083	0	Experimental	./Sounds/BOWLING.wav	225.6013985	226.3283985	1	bowling ball
230.6076757	0	Control	./Sounds/HARMONCA_CTRL.wav	236.277458	237.000458	1	noise
241.2928694	0	Experimental	./Sounds/monkey.wav	242.7995983	243.7625983	1	monkey
247.8011159	0	Experimental	./Sounds/Banjo.wav	253.209766	253.956766	1	banjo
258.1949406	0	Control	./Sounds/SHEEP_CTRL.wav	259.8284748	260.6164748	1	noise
264.828352	0	Experimental	./Sounds/gong.wav	267.128438	267.871438	1	gong
272.1515529	0	Experimental	./Sounds/DOORBELL.wav	275.1568872	275.9698872	1	doorbell
280.1813141	0	Control	./Sounds/TRUMPET_CTRL.wav	282.7579435	283.4619435	1	noise
287.776104	0	Experimental	./Sounds/OWL.wav	290.6933609	291.3393609	1	owl
295.7043459	0	Experimental	./Sounds/GARGLING.wav	298.6982144	299.3232144	1	gargling
303.6767832	0	Control	./Sounds/tambourine_CTRL.wav	305.6821356	306.2121356	1	noise
310.693858	0	Experimental	./Sounds/DUCK.wav	314.6006215	315.2336215	1	duck
319.6235157	0	Experimental	./Sounds/TELEPHON.wav	322.4257423	323.0217423	1	telephone
327.4397375	0	Control	./Sounds/Wolf_CTRL.wav	332.4597011	333.2447011	1	noise
337.4757494	0	Experimental	./Sounds/footsteps.wav	339.1892184	339.8162184	1	footsteps
344.1920643	0	Control	./Sounds/Sandpapr_CTRL.wav	346.949243	347.617243	1	noise
351.9664039	0	Experimental	./Sounds/Clapping.wav	355.4450495	355.9490495	1	clapping
360.4751633	0	Experimental	./Sounds/Woodpckr.wav	362.5689664	363.4059664	0	don't know
367.5596972	0	Control	./Sounds/TELEPHON_CTRL.wav	370.2682404	370.8702404	1	noise
375.2759484	0	Control	./Sounds/DUCK_CTRL.wav	379.1847764	379.9167764	1	noise
384.2019368	0	Experimental	./Sounds/HARP.wav	386.8906788	387.3876788	1	harp
391.9248496	0	Control	./Sounds/DONKEY_CTRL.wav	395.692455	396.175455	1	noise
400.7105586	0	Control	./Sounds/Banjo_CTRL.wav	405.5235469	406.4085469	1	noise
410.5273232	0	Experimental	./Sounds/Wolf.wav	415.1486536	415.7426536	1	wolf
420.1598208	0	Control	./Sounds/Sawing_CTRL.wav	423.1673287	423.8233287	1	noise
